itot;pridtot;lon;lat;xtot;ytot;ztot;ttot;laftot;
 344;9;8.453452;55.47062;-415228;-818358;21;4;1;
 284;9;8.692282;58.383532;-368237;-495789;42;1.4;1;
 284;9;8.340682;58.203169;-390771;-513732;9;2.2;1;
 286;9;10.216595;59.13131;-273244;-420328;9;0.9;1;
 186;9;10.417829;63.399244;-227958;52520;81;-5.4;1;
 266;9;10.436746;59.826006;-255203;-344049;128;-0.9;1;
 307;9;11.947505;57.696591;-182058;-586199;24;4.4;1;
 227;9;11.216045;61.35851;-201645;-176615;252;-3.7;1;
 205;9;8.944532;62.562834;-309808;-34013;801;-9.4;1;
 91;9;17.441113;68.435979;100224;607313;138;-3.4;1;
 365;9;10.232647;55.254397;-304420;-852465;24;3.2;1;
 266;9;10.979335;59.226064;-229076;-412773;4;0.3;1;
 185;9;7.955892;63.518648;-348581;76783;1;0.2;1;
 206;9;9.738321;62.6235;-268743;-30864;801;-8.4;1;
 33;9;23.6814;70.675652;321671;878007;77;-5.1;1;
 203;9;6.174323;62.436472;-452709;-31547;27;-0.5;1;
 266;9;10.160216;59.715843;-271562;-355152;210;-1.3;1;
 268;9;13.492607;59.320685;-85684;-408390;59;-2.7;1;
 186;9;10.368768;63.373704;-230599;49862;85;-1.2;1;
 246;9;10.198854;60.190497;-265456;-302610;270;-1.2;1;
 128;9;12.091819;66.495801;-129174;391886;0;2.5;1;
 331;9;16.832911;56.833221;112094;-685382;4;1.5;1;
 207;9;12.310938;62.070344;-140030;-100449;692;-0.6;1;
 242;9;5.284102;60.311864;-533615;-258625;39;1.6;1;
 266;9;10.13695;59.728874;-272756;-353607;288;-0.9;1;
 267;9;11.42271;59.420567;-202638;-392629;129;-1.9;1;
 266;9;11.011366;59.984715;-222016;-328548;120;-1.3;1;
 246;9;10.691058;60.773159;-233943;-239834;230;-2.7;1;
 266;9;10.898886;59.948576;-228525;-332170;144;0;1;
 186;9;9.543926;63.231707;-272917;37350;339;-0.3;1;
 245;9;8.524637;60.617959;-352968;-247159;462;-2.1;1;
 244;9;7.26465;60.419629;-423994;-261487;0;-0.5;1;
 256;9;24.966167;60.551387;543137;-230181;71;-4.9;1;
 186;9;10.622897;63.434377;-217507;55706;101;-6.3;1;
 186;9;10.329806;63.404859;-232284;53457;220;-1;1;
 307;9;12.03818;57.437811;-177984;-615319;28;3;1;
 344;9;8.446052;55.521716;-415113;-812613;14;3.8;1;
 266;9;10.599961;59.918894;-245382;-334366;76;19.3;1;
 283;9;6.983764;58.3319;-468233;-490400;157;0;1;
 271;9;17.845002;59.373491;161420;-399940;0;-1.2;1;
 267;9;11.847506;59.449553;-178437;-390663;106;-2;1;
 266;9;10.660696;59.415529;-245781;-390532;35;0;1;
 262;9;5.706729;58.983417;-531879;-408478;35;1.9;1;
 329;9;15.316667;56.583333;19506;-714876;168;1.1;1;
 266;9;11.24234;59.974048;-209244;-330508;168;-2.6;1;
 284;9;8.591502;58.335127;-374638;-500580;9;3.1;1;
 266;9;10.724574;59.91853;-238446;-334875;29;0.5;1;
 345;9;10.197479;56.196829;-298783;-747008;65;4.1;1;
 286;9;10.141382;59.061167;-278123;-427801;38;0.3;1;
 243;9;6.623848;60.276218;-461000;-272915;112;3.3;1;
 271;9;17.586307;60.029384;143813;-327570;49;-1.9;1;
 225;9;9.161236;61.748489;-306964;-125227;887;-4;1;
 254;9;22.135413;60.474773;390571;-259190;9;-4.4;1;
 262;9;5.278594;59.354937;-549964;-363928;21;3.8;1;
 179;9;29.841102;63.155286;738617;102882;81;-16.6;1;
 304;9;7.693426;58.072786;-430246;-524062;11;9.3;1;
 312;9;18.284084;57.625841;196262;-593408;45;0.1;1;
 246;9;10.526247;60.244113;-246970;-297962;640;-5.4;1;
 57;9;29.982171;69.668882;577871;810963;58;-4.2;1;
 266;9;10.879793;59.204751;-234892;-414784;22;0.4;1;
 245;9;8.390795;60.581265;-360657;-250479;458;-0.8;1;
 215;9;23.053321;62.035979;418872;-80936;125;2.9;1;
 256;9;24.986678;60.25302;549382;-262818;24;1.4;1;
 364;9;9.323922;55.073015;-364102;-868020;45;2.7;1;
 266;9;10.00202;59.767124;-279978;-348779;144;0.6;1;
 235;9;23.687972;61.505522;459634;-135100;91;1;1;
 312;9;18.41984;57.697744;203940;-584968;46;0;1;
 262;9;5.259232;59.46349;-549227;-351807;27;9.5;1;
 266;9;10.010886;59.767066;-279482;-348824;153;0.4;1;
 33;9;23.783348;70.457336;328763;854236;27;-4.1;1;
 206;9;9.445806;62.60668;-283808;-31471;559;-8.8;1;
 286;9;10.288951;59.142068;-269031;-419438;5;0.8;1;
 347;9;12.252067;55.940481;-172293;-783188;26;2.9;1;
 203;9;6.194864;62.184274;-455490;-59474;58;0.9;1;
 51;9;18.940762;69.687085;153161;750072;72;-5;1;
 186;9;9.60827;63.728375;-265080;92113;5;0.1;1;
 227;9;12.038491;61.897455;-155093;-119033;713;-4.5;1;
 94;9;24.167466;67.593943;388561;539140;254;-11.1;1;
 168;9;12.313881;64.633732;-127973;184361;59;7;1;
 266;9;10.995434;59.946173;-223168;-332776;152;-1.9;1;
 266;9;10.753265;59.939151;-236697;-332690;75;0.4;1;
 246;9;10.857783;60.648836;-225794;-254235;360;-4.1;1;
 246;9;11.029413;60.470705;-217674;-274612;239;-1.5;1;
 345;9;9.535154;56.164353;-340205;-747341;30;5.3;1;
 247;9;11.181403;60.716222;-207730;-247841;236;-2.7;1;
 266;9;10.643284;59.936655;-242836;-332557;163;1.2;1;
 205;9;8.20123;62.25847;-351274;-63870;569;-6.2;1;
 285;9;9.990591;59.037286;-286944;-429792;125;0.4;1;
 247;9;11.993042;60.180783;-166400;-309715;253;-3.2;1;
 216;9;25.836784;62.231933;558796;-38211;88;-9.4;1;
 266;9;10.819168;59.712305;-234670;-358139;154;-1.7;1;
 284;9;8.077581;58.154342;-406737;-517518;29;2.8;1;
 243;9;6.395539;60.628288;-468263;-232421;74;2.4;1;
 271;9;18.06494;59.496353;173237;-385695;28;-1.7;1;
 365;9;9.800764;54.917832;-334990;-887962;20;3.1;1;
 307;9;12.074682;58.127547;-172290;-538502;64;2.1;1;
 282;9;5.552806;58.787208;-543827;-428830;7;16.9;1;
 282;9;5.680502;58.779287;-536656;-430776;42;3.6;1;
 256;9;24.843567;60.29945;540783;-258924;40;-3.5;1;
 266;9;10.776951;59.958956;-235234;-330577;171;-0.8;1;
 266;9;11.048048;59.957911;-220160;-331653;109;1.1;1;
 242;9;5.092329;60.385525;-542807;-248916;11;2.3;1;
 324;9;8.816785;56.411215;-382143;-715792;57;5.4;1;
 186;9;10.240745;63.276819;-237759;39583;125;-5.4;1;
 268;9;13.67917;60.044794;-73425;-327992;151;-3;1;
 235;9;23.708361;61.5029;460746;-135243;86;-7.2;1;
 347;9;12.127477;55.655457;-181525;-814743;33;4.2;1;
 267;9;11.439624;59.426254;-201646;-392049;131;-1;1;
 246;9;11.098447;60.780308;-211805;-240452;126;-2.4;1;
 243;9;6.208327;60.256202;-484033;-272071;57;10.7;1;
 286;9;11.385112;58.368072;-211357;-509646;0;0.2;1;
 262;9;5.186949;59.793612;-547681;-314845;39;2.7;1;
 245;9;8.891453;60.070064;-338820;-309828;850;-3;1;
 205;9;8.205827;62.257988;-351043;-63948;573;-2.7;1;
 328;9;13.735798;57.183595;-76550;-647066;170;1;1;
 265;9;9.653198;59.682232;-300260;-356630;192;0.6;1;
 290;9;15.629877;58.477244;36728;-503232;41;-1.8;1;
 307;9;12.50438;57.94524;-147786;-559897;75;3.2;1;
 256;9;24.305015;60.342625;510716;-258575;96;-5.1;1;
 284;9;7.959628;58.648159;-407622;-462016;493;-0.8;1;
 254;9;22.3548;60.418615;403241;-264047;32;-4.4;1;
 349;9;14.24296;56.093442;-47277;-769465;18;2.8;1;
 347;9;12.499273;55.762198;-157578;-803775;33;3.2;1;
 198;9;27.70262;62.847199;640419;46469;300;-9.8;1;
 256;9;24.934633;60.163145;548082;-273148;9;-2.6;1;
 226;9;10.139017;61.535678;-257454;-153107;241;-2.7;1;
 203;9;6.10856;62.151425;-460430;-62478;153;-0.2;1;
 265;9;9.499724;59.213949;-313314;-407879;35;1.3;1;
 364;9;8.664445;55.074596;-406258;-863893;6;3;1;
 266;9;10.262823;59.494093;-267633;-380213;170;-0.5;1;
 266;9;10.822875;59.657447;-234859;-364250;18;-1.7;1;
 345;9;9.521413;55.724838;-345246;-796308;87;3.6;1;
 347;9;12.52668;55.711642;-156069;-809501;23;4.1;1;
 153;9;22.114182;65.57101;326828;304079;21;0.3;1;
 256;9;24.892983;60.62022;538006;-223227;97;-3.3;1;
 345;9;10.17239;55.890729;-302912;-781066;7;2.7;1;
 266;9;10.693656;59.828395;-240839;-344775;77;-1.3;1;
 70;9;16.807362;68.682037;73440;633942;11;-3;1;
 242;9;5.297541;60.439133;-530754;-244731;78;4.8;1;
 272;9;18.229233;59.352365;183321;-401261;24;-1.9;1;
 133;9;22.198382;65.587761;330471;306362;22;-1.4;1;
 166;9;9.828144;63.843068;-253270;103939;6;-2.3;1;
 242;9;5.215105;60.2741;-538013;-262206;14;0.3;1;
 266;9;11.086167;59.903493;-218407;-337831;216;-3.3;1;
 347;9;12.48392;55.706009;-158791;-810027;23;3.6;1;
 251;9;18.064577;60.491059;167940;-275066;0;-2.3;1;
 256;9;24.047952;60.235755;498370;-272367;95;-3.1;1;
 332;9;18.361911;57.207297;203352;-639853;25;1.1;1;
 234;9;21.511245;61.135671;349094;-189651;9;11.4;1;
 347;9;12.414009;55.741246;-163042;-805907;33;5.4;1;
 266;9;10.795556;59.869281;-234851;-340609;123;-1;1;
 272;9;18.2285;59.225868;183987;-415339;47;-1.1;1;
 347;9;12.534118;55.687488;-155704;-812223;10;4;1;
 137;9;29.04255;65.861906;634295;387899;304;-10.4;1;
 347;9;12.37024;55.729731;-165853;-807084;30;2.8;1;
 56;9;28.622371;69.533981;529427;784517;100;-4.6;1;
 242;9;5.087287;60.274841;-544973;-261048;26;2.6;1;
 264;9;7.340842;59.777406;-428333;-332981;962;-1.7;1;
 172;9;20.099727;63.997628;248383;120791;112;-6.1;1;
 344;9;8.903131;55.793547;-383369;-785140;37;3.5;1;
 286;9;10.858562;59.173234;-236327;-418211;4;0.5;1;
 266;9;10.268991;59.561553;-266733;-372745;9;1.6;1;
 288;9;13.200022;58.688433;-104284;-478402;57;-1.6;1;
 345;9;9.739932;55.488053;-333675;-823904;3;3.6;1;
 225;9;8.723849;61.147323;-336404;-189614;469;-3.1;1;
 266;9;10.671283;59.950208;-241176;-331157;134;-1.6;1;
 368;9;13.315779;55.44003;-107087;-841539;52;2.9;1;
 308;9;12.83921;57.714039;-128833;-586409;157;2.5;1;
 225;9;9.256124;60.98354;-309579;-210430;357;-1.5;1;
 237;9;25.683752;61.499446;564451;-119875;153;-7.5;1;
 244;9;8.231219;60.525878;-369981;-255703;828;-2.7;1;
 242;9;5.385853;60.335599;-527675;-256852;193;3.3;1;
 365;9;10.431063;54.845205;-295031;-899177;29;1.6;1;
 262;9;5.84705;58.927562;-524786;-415792;19;4.1;1;
 285;9;8.772819;58.434507;-363001;-490588;47;2.9;1;
 71;9;17.897813;69.213049;115049;694894;27;-4.8;1;
 271;9;18.105062;59.347891;176301;-402106;23;-1.1;1;
 192;9;18.866667;63.7;190400;83565;200;23.6;1;
 266;9;10.790767;59.908345;-234834;-336251;54;-1.7;1;
 262;9;5.71809;59.00021;-530964;-406719;14;5.4;1;
 264;9;7.438382;59.731325;-423506;-338723;879;-2.7;1;
 266;9;10.802652;59.782274;-235087;-350303;147;-0.8;1;
 70;9;16.97636;68.710261;80208;637297;57;-3.9;1;
 348;9;13.209311;55.726742;-112961;-809238;68;2.9;1;
 267;9;11.335989;60.12442;-203081;-314094;173;-2.2;1;
 242;9;5.454556;60.200597;-526155;-272277;58;2.8;1;
 90;9;16.297973;68.333518;53531;594503;29;-3.4;1;
 266;9;10.665602;59.432346;-245377;-388681;37;-0.3;1;
 347;9;12.602985;55.677878;-151398;-813464;2;21.6;1;
 327;9;12.19195;57.313759;-169354;-629578;16;2.8;1;
 291;9;17.728511;59.200002;155634;-419539;36;-1.3;1;
 368;9;12.975524;55.401946;-128850;-845183;3;2.9;1;
 264;9;8.078285;59.697191;-388220;-346540;769;-3.6;1;
 242;9;5.143841;60.002274;-546521;-291515;69;7.7;1;
 264;9;7.44628;59.098688;-431326;-408769;597;-2.5;1;
 226;9;10.516391;61.09517;-240915;-203444;449;-3;1;
 282;9;5.64413;58.747026;-539257;-434031;34;3;1;
 266;9;10.657982;59.655888;-244128;-363809;118;-1.2;1;
 266;9;10.822273;59.855208;-233463;-342270;127;-1.8;1;
 70;9;16.498558;68.797943;60593;646574;50;-2.8;1;
 211;9;17.367487;62.521757;121445;-50943;2;-7.1;1;
 266;9;10.792754;59.868466;-235013;-340689;119;-1.5;1;
 246;9;10.705989;60.92767;-231986;-222734;165;-1.1;1;
 266;9;10.779163;59.964514;-235070;-329967;159;-2.1;1;
 266;9;10.642571;59.938236;-242864;-332379;0;-0.6;1;
 242;9;5.2425;60.513199;-532495;-236127;36;2.2;1;
 263;9;6.964801;59.012886;-459871;-414925;746;-3.2;1;
 186;9;10.537529;63.426901;-221800;55169;20;-2.4;1;
 271;9;17.404892;59.723584;135003;-361990;19;-2.4;1;
 283;9;6.590927;58.374124;-490436;-482801;170;0.2;1;
 266;9;10.428522;59.776179;-256056;-349551;182;-2;1;
 52;9;20.95031;69.928231;228581;782983;10;-3.4;1;
 367;9;11.871058;54.773237;-202529;-912813;7;3.2;1;
 271;9;18.026271;59.306138;172050;-406966;8;0.1;1;
 271;9;18.07295;59.325099;174601;-404730;28;-2.5;1;
 266;9;10.240251;59.727628;-266983;-354179;34;-0.4;1;
 204;9;6.837929;62.484761;-418180;-30718;85;-1.9;1;
 52;9;20.562754;70.033659;212710;793426;15;-3.6;1;
 272;9;18.182908;59.22205;181412;-415894;49;-0.7;1;
 51;9;18.869947;69.839814;149382;766987;3;-4;1;
 272;9;18.44824;59.317;195953;-404550;29;-1.7;1;
 225;9;9.310481;61.039375;-306108;-204503;904;-7.8;1;
 271;9;17.745415;59.485956;155238;-387668;24;-1.5;1;
 148;9;12.43324;65.692666;-117587;301871;20;-3.9;1;
 347;9;12.264198;55.560592;-173343;-825741;4;2.6;1;
 178;9;29.336023;63.496021;705528;134128;45;-10.2;1;
 256;9;24.758388;60.242188;537104;-265939;40;-3.8;1;
 262;9;5.299251;59.417365;-547759;-357228;70;3.3;1;
 226;9;10.440143;61.12707;-244753;-199615;159;-2.1;1;
 266;9;10.710357;59.936351;-239105;-332843;67;-1.1;1;
 216;9;25.706367;62.291859;551029;-32766;122;-6.4;1;
 347;9;12.232848;55.970598;-173352;-779767;21;3.1;1;
 109;9;15.368355;67.26516;15876;474766;14;-5.2;1;
 305;9;10.110108;57.3808;-294152;-614598;49;5.5;1;
 246;9;10.373822;60.243138;-255378;-297475;163;-1.2;1;
 262;9;5.246567;59.763549;-544885;-318661;24;2.8;1;
 330;9;15.947902;56.734968;58138;-697537;85;1.7;1;
 345;9;10.131576;55.946506;-304995;-774645;51;3.4;1;
 271;9;18.016299;59.369544;171152;-399936;22;-1.4;1;
 262;9;5.664616;59.365439;-528114;-366006;78;2.6;1;
 285;9;9.412884;58.866578;-321608;-446021;7;0.5;1;
 350;9;15.684999;56.194799;42658;-758170;39;11;1;
 284;9;8.067247;58.154698;-407338;-517413;79;7.9;1;
 271;9;17.722843;59.287523;154898;-409809;49;-2.1;1;
 325;9;9.251989;56.34504;-355981;-725662;68;4.8;1;
 186;9;10.422768;63.423448;-227521;55187;112;-5.8;1;
 266;9;10.430826;59.566969;-257582;-372803;16;2.7;1;
 226;9;10.679587;61.097158;-232144;-203823;521;-3.3;1;
 246;9;11.07124;60.796267;-213172;-238589;141;-0.9;1;
 346;9;11.300963;55.981441;-231605;-775620;4;2.7;1;
 262;9;5.691134;58.974287;-532912;-409356;43;3.2;1;
 265;9;9.238367;59.281466;-327490;-399083;37;-0.1;1;
 285;9;9.677539;59.108757;-304178;-420414;119;0.1;1;
 266;9;10.203492;59.739675;-268941;-352687;10;-0.5;1;
 367;9;12.177757;54.898022;-182076;-899739;9;2.9;1;
 266;9;10.462709;59.241241;-258346;-409128;16;2.2;1;
 242;9;5.231486;60.390449;-535159;-249541;54;0.6;1;
 226;9;10.516105;61.063269;-241177;-206983;395;-2.6;1;
 304;9;7.663972;58.01608;-432693;-530151;7;5.4;1;
 235;9;23.476932;61.472938;449011;-140183;114;-4.5;1;
 284;9;8.075389;58.13078;-407148;-520118;16;5;1;
 245;9;8.939051;60.067905;-336210;-310317;817;-4.4;1;
 272;9;18.602596;59.499293;203579;-383792;25;-1.4;1;
 347;9;12.522832;55.723259;-156262;-808191;21;3.2;1;
 269;9;15.360935;59.303049;20529;-411302;29;-2.8;1;
 325;9;9.248853;56.966394;-349968;-656432;1;9.4;1;
 266;9;10.491385;59.875723;-251764;-338742;42;1.4;1;
 307;9;12.072358;57.569551;-175262;-600716;37;3.3;1;
 266;9;10.490957;59.806342;-252330;-346448;7;-1.1;1;
 268;9;13.521637;59.411091;-83803;-398359;75;-2.4;1;
 203;9;6.294729;62.13787;-451052;-65291;205;-0.9;1;
 51;9;18.955324;69.649205;153987;745871;13;-3.5;1;
 242;9;5.01243;60.402748;-546853;-246345;18;8.7;1;
 243;9;6.556778;60.065345;-467743;-295706;163;2.9;1;
 348;9;12.978361;55.597789;-127979;-823248;6;3.1;1;
 242;9;5.340142;60.319812;-530428;-258214;33;2.9;1;
 266;9;10.811646;59.88674;-233827;-338727;143;-0.4;1;
 242;9;5.261853;60.344767;-534276;-254820;44;0.7;1;
 255;9;22.730036;60.166444;427083;-289502;28;-3.3;1;
 347;9;12.498665;55.790006;-157495;-800660;27;3.3;1;
 330;9;16.427377;56.976933;86941;-669949;7;1.3;1;
 347;9;12.168111;55.786322;-178313;-800210;24;2.4;1;
 262;9;5.701054;58.932326;-533022;-414066;32;6.5;1;
 71;9;18.021594;69.236584;119836;697751;62;-5.1;1;
 347;9;12.594613;55.700034;-151833;-810963;10;14.9;1;
 186;9;10.517765;63.420103;-222833;54483;63;5.4;1;
 247;9;11.975866;60.210632;-167193;-306351;232;-2.5;1;
 246;9;10.619569;60.725433;-238180;-244870;426;-3.7;1;
 282;9;5.565922;58.70033;-544493;-438523;12;3.3;1;
 172;9;20.081564;63.86477;248667;105992;49;-7.5;1;
 134;9;23.684825;66.318002;387385;395357;102;-7.9;1;
 51;9;18.616435;69.571715;141296;736429;22;-5.6;1;
 265;9;8.761097;59.882949;-348046;-329870;1010;-3.9;1;
 347;9;12.592575;55.621905;-152289;-819707;3;3.2;1;
 347;9;11.673905;55.932633;-208559;-782354;3;3.7;1;
 344;9;8.508958;55.903904;-406827;-770416;7;4.5;1;
 286;9;10.87467;59.116383;-235815;-424593;9;0.6;1;
 347;9;12.35622;55.67857;-166972;-812775;22;2.4;1;
 224;9;7.85549;61.329042;-380527;-164667;53;2.1;1;
 214;9;21.912533;62.730551;351498;-11051;79;-13.8;1;
 207;9;11.431791;62.596187;-182526;-39837;701;-14.1;1;
 266;9;10.40193;59.384074;-260664;-393009;57;-0.2;1;
 242;9;5.37507;60.322343;-528483;-258223;80;1.7;1;
 266;9;10.47766;59.876571;-252523;-338594;58;-0.1;1;
 217;9;25.94061;62.24031;563940;-36386;81;-13.9;1;
 253;9;19.976476;60.116815;275765;-310052;42;-4;1;
 248;9;13.048948;61.071353;-104984;-212903;528;-7.1;1;
 186;9;9.808849;63.766658;-254898;95545;21;-5.1;1;
 345;9;10.104974;56.177549;-304692;-748726;60;2.9;1;
 242;9;5.348684;60.466454;-527522;-242146;90;0.1;1;
 203;9;6.39482;62.437842;-441447;-32929;41;-0.3;1;
 288;9;13.344397;58.580648;-96231;-490642;107;-0.8;1;
 344;9;8.354795;55.539194;-420670;-810071;18;4.3;1;
 266;9;10.568366;59.896502;-247313;-336733;23;-0.1;1;
 242;9;5.38089;60.342663;-527829;-256034;218;1.5;1;
 242;9;5.154104;60.347425;-540096;-253627;33;4;1;
 365;9;9.823802;55.003065;-332740;-878548;36;2.8;1;
 306;9;10.282384;57.450385;-283238;-607620;50;3.9;1;
 287;9;11.459086;59.122252;-202409;-425931;126;-0.8;1;
 242;9;5.313982;60.306653;-532074;-259446;58;3.2;1;
 267;9;12.150019;59.983339;-158692;-332071;168;-1.6;1;
 282;9;5.640065;58.616006;-541608;-448451;47;4;1;
 256;9;24.976948;60.361887;546979;-250929;55;-2.4;1;
 348;9;13.82472;55.935962;-73716;-786703;149;3.4;1;
 254;9;21.966817;60.567375;380264;-249956;28;-4;1;
 242;9;4.809888;60.667808;-553195;-215475;29;9.8;1;
 271;9;18.032264;59.336517;172231;-403569;31;-0.6;1;
 262;9;5.637391;58.993776;-535652;-406760;30;22.2;1;
 227;9;12.331005;61.261878;-142717;-190337;411;-5.4;1;
 250;9;15.619092;60.627509;33793;-263720;127;-4.4;1;
 286;9;10.39137;59.116209;-263398;-422736;40;0.4;1;
 234;9;21.855502;61.429912;364000;-155186;7;-5;1;
 346;9;11.60567;55.803915;-213594;-796527;55;3.6;1;
 285;9;9.748166;58.99422;-301192;-433468;39;0.7;1;
 186;9;10.32777;63.400457;-232421;52976;160;-5.5;1;
 266;9;10.801082;59.865104;-234573;-341093;135;-0.7;1;
 369;9;14.716182;55.226815;-18153;-866808;1;3.3;1;
 271;9;18.066317;59.311758;174295;-406233;33;3.8;1;
 174;9;22.96119;63.813615;389694;114627;10;-9.5;1;
 257;9;25.491786;60.393541;574387;-242961;10;-2.5;1;
 266;9;10.94573;59.223774;-231005;-412908;48;0.2;1;
 224;9;7.781835;61.30881;-384686;-166466;109;18;1;
 347;9;12.384421;55.781018;-164725;-801380;52;2.5;1;
 365;9;10.418887;55.410249;-291304;-835899;14;3.7;1;
 325;9;10.007316;56.489338;-308052;-713473;51;3.4;1;
 238;9;28.120361;61.049545;701702;-145087;106;-5.5;1;
 167;9;11.39464;64.399185;-173189;160454;11;-8.7;1;
 226;9;10.485868;61.242802;-241400;-186945;733;-4.5;1;
 282;9;5.705532;58.843398;-534195;-423913;49;6.9;1;
 290;9;15.714615;58.340002;41838;-518487;77;-0.8;1;
 271;9;18.084983;59.357087;175113;-401137;9;-1.7;1;
 345;9;10.291802;56.222134;-292719;-744617;11;2.4;1;
 366;9;11.327431;55.410867;-233598;-839538;42;2.9;1;
 203;9;5.136228;61.927783;-514205;-79717;10;3.4;1;
 346;9;11.632136;55.804783;-211925;-796518;23;23.3;1;
 345;9;10.131528;56.085384;-303822;-759139;59;3.2;1;
 256;9;24.084277;60.241857;500262;-271413;59;-3.1;1;
 262;9;5.287299;59.403535;-548661;-358650;27;3.3;1;
 272;9;18.867768;59.75578;216829;-354406;21;-1.1;1;
 347;9;12.276921;55.93877;-170743;-783446;25;4.1;1;
 266;9;10.779421;59.958568;-235099;-330629;176;-2.3;1;
 325;9;9.384136;56.465409;-346644;-712969;44;3.5;1;
 307;9;12.012294;57.647444;-178451;-591862;8;4.7;1;
 366;9;11.19357;55.465156;-241743;-832968;21;3.2;1;
 226;9;10.599767;61.120639;-236248;-200926;520;-3.2;1;
 246;9;10.287186;60.897504;-254819;-224497;615;-5.8;1;
 266;9;11.023602;59.940127;-221642;-333545;198;-0.6;1;
 262;9;5.615868;58.914056;-538167;-415371;31;4.1;1;
 324;9;8.731005;56.86658;-382471;-664592;43;4.5;1;
 283;9;6.663759;58.293528;-487375;-492268;14;1.5;1;
 265;9;9.140064;60.037532;-325399;-314718;328;0.1;1;
 287;9;12.599209;59.197966;-136959;-420511;106;-2.2;1;
 367;9;11.871232;55.301813;-199634;-853580;47;5.3;1;
 256;9;24.593624;60.368997;526005;-253344;83;9.6;1;
 309;9;14.131732;57.76995;-51693;-581982;160;1.4;1;
 346;9;11.230649;55.540671;-238895;-824657;12;3.8;1;
 245;9;9.472131;60.218022;-305281;-296331;720;-4.2;1;
 286;9;10.413774;59.122318;-262072;-422148;10;0.6;1;
 365;9;10.514989;55.133757;-287364;-867260;72;1.9;1;
 266;9;10.794844;59.908507;-234606;-336247;63;0;1;
 329;9;14.847302;57.103186;-9268;-656793;207;1.6;1;
 245;9;9.362749;60.431215;-309229;-272167;159;-0.1;1;
 256;9;24.947166;60.182376;548438;-270926;16;22.4;1;
 109;9;14.443424;67.271692;-23981;475553;20;-2.3;1;
 285;9;8.791112;58.451146;-361759;-488844;85;2.6;1;
 266;9;10.897927;59.966752;-228449;-330147;273;1;1;
 186;9;10.505392;63.264262;-224657;37239;362;-5.8;1;
 242;9;5.289358;60.334902;-532943;-256133;53;3.4;1;
 71;9;17.846877;68.872599;114714;656755;25;-7.1;1;
 225;9;8.861761;61.069747;-329858;-198919;1037;-5.6;1;
 243;9;6.623753;59.908692;-466320;-313486;637;-0.9;1;
 307;9;12.720407;58.228891;-133877;-528741;82;1.2;1;
 345;9;10.130557;56.087109;-303868;-758942;60;3.9;1;
 166;9;9.779308;63.854402;-255554;105388;19;-4.9;1;
 345;9;9.77621;56.080202;-325996;-757977;43;3.6;1;
 234;9;22.324486;61.424695;388863;-153017;52;-5.6;1;
 289;9;14.890319;58.449096;-6401;-506546;96;0.6;1;
 167;9;11.477345;64.033206;-171449;119591;42;-5;1;
 325;9;9.473219;56.516499;-340668;-707751;68;4;1;
 223;9;6.493996;60.860309;-459531;-207540;473;0.4;1;
 263;9;6.811322;59.650494;-459586;-343353;80;3.3;1;
 267;9;11.334721;59.593832;-206517;-373079;167;-1.2;1;
 249;9;14.231129;60.498368;-42140;-278003;238;-4.9;1;
 262;9;5.591531;58.989967;-538319;-406797;34;4.1;1;
 347;9;12.581155;55.738176;-152522;-806661;10;5.8;1;
 256;9;24.763793;60.16329;538727;-274576;20;-2.2;1;
 257;9;25.762411;60.390613;589120;-240834;18;-4.4;1;
 347;9;12.742582;56.030855;-141197;-774272;43;2.6;1;
 365;9;10.111769;55.105348;-313394;-868555;17;3.1;1;
 284;9;8.017119;58.153788;-410282;-517195;13;2.3;1;
 153;9;21.023062;64.753344;285371;208368;59;-8.1;1;
 268;9;13.49212;59.415422;-85465;-397838;65;-2.8;1;
 345;9;10.071808;56.109309;-307337;-756184;83;3.6;1;
 365;9;9.906367;55.27464;-325033;-848605;28;1.5;1;
 266;9;9.923679;59.768344;-284346;-348300;12;0.9;1;
 347;9;12.50451;55.725369;-157408;-807910;34;4.1;1;
 283;9;6.857315;58.926273;-467210;-423727;632;3.6;1;
 308;9;12.897093;57.734586;-125308;-584230;200;2;1;
 271;9;17.970993;59.32416;168817;-405107;30;1.8;1;
 262;9;5.775664;59.094559;-526190;-396786;9;3.9;1;
 266;9;10.461287;59.909875;-253174;-334830;97;-0.6;1;
 271;9;17.658625;59.876459;148536;-344419;0;-1;1;
