itot;pridtot;lon;lat;xtot;ytot;ztot;ttot;laftot;
 245;9;8.443896;60.944967;-353650;-210514;1135;-5.5;1;
 307;9;12.066596;57.581505;-175546;-599367;44;3.1;1;
 285;9;8.775716;58.447719;-362690;-489138;9;2.3;1;
 236;9;25.42172;61.05317;558741;-171142;101;-5.8;1;
 262;9;5.631309;58.946023;-536770;-411975;8;4.4;1;
 266;9;10.412675;59.269841;-260963;-405747;14;0.2;1;
 271;9;17.968051;59.27171;168919;-410952;45;-0.4;1;
 328;9;13.154577;56.517682;-113872;-720633;45;1.7;1;
 347;9;11.672727;55.938327;-208599;-781714;8;2.9;1;
 211;9;17.332247;62.379696;120211;-66796;40;-6;1;
 307;9;11.567401;57.873192;-203656;-565370;1;3.5;1;
 70;9;17.0893;68.81386;84414;649019;11;-1.1;1;
 345;9;9.258665;55.703137;-361978;-797286;86;3.2;1;
 271;9;17.795125;59.452925;158207;-391223;14;-1.4;1;
 291;9;16.790663;58.805669;103380;-465352;39;-2.2;1;
 266;9;10.613969;59.690868;-246333;-359754;63;-0.6;1;
 272;9;18.153668;59.305448;179291;-406695;19;1.2;1;
 266;9;10.654698;59.95207;-242085;-330888;162;-0.4;1;
 266;9;10.8016;59.917251;-234166;-335300;96;-1.3;1;
 245;9;9.382097;60.260029;-309833;-291242;763;-2.2;1;
 347;9;12.502332;55.689475;-157701;-811923;14;3.8;1;
 53;9;23.433011;69.967253;322916;797979;50;-3.8;1;
 128;9;13.179048;65.907037;-82756;324562;68;-13.2;1;
 226;9;10.01118;61.275893;-266451;-181400;445;-3.7;1;
 238;9;28.321653;61.064936;711962;-141198;65;-6.1;1;
 246;9;10.651241;60.814557;-235790;-235092;340;-3.2;1;
 366;9;10.798296;55.317614;-267893;-847911;5;2.5;1;
 288;9;13.888069;58.408673;-64966;-510498;125;-0.8;1;
 267;9;11.344992;59.581229;-206019;-374513;134;-1.7;1;
 203;9;6.27069;62.54755;-446125;-19983;1;0.6;1;
 253;9;19.712472;60.217396;260343;-299987;35;-2.9;1;
 347;9;12.281396;55.592468;-172102;-822218;8;3.5;1;
 242;9;4.943188;60.474541;-549369;-237861;18;3.4;1;
 51;9;18.502183;69.75653;135709;756854;9;-4.1;1;
 347;9;12.0692;55.926319;-183823;-784267;9;3;1;
 347;9;12.414153;55.700652;-163216;-810452;18;3;1;
 266;9;11.040483;59.683762;-222459;-362098;133;-2.5;1;
 266;9;10.893884;59.936039;-228892;-333545;186;-1.4;1;
 188;9;13.323321;63.314927;-83719;36110;442;-10.5;1;
 187;9;10.933264;63.471572;-201844;58822;12;-1.5;1;
 263;9;6.030628;59.218096;-509828;-385211;290;5.5;1;
 365;9;10.049908;55.369311;-315075;-838737;79;2.2;1;
 263;9;5.849673;59.548041;-514832;-347375;38;1.9;1;
 236;9;24.258629;60.974122;498105;-189393;111;-7.7;1;
 307;9;12.538896;57.931937;-145800;-561460;65;4.1;1;
 265;9;8.765861;59.879554;-347818;-330272;991;-3.5;1;
 266;9;10.552678;59.906212;-248113;-335593;53;-0.7;1;
 71;9;18.711264;69.075773;148199;681219;238;-5.8;1;
 242;9;5.438046;60.253691;-526183;-266297;62;5.1;1;
 266;9;10.43738;59.204529;-260075;-413106;24;0.4;1;
 70;9;17.425836;68.693011;98514;635995;6;-1.8;1;
 348;9;13.00001;56.193753;-124533;-756578;8;3.3;1;
 286;9;11.13883;58.950962;-221840;-443933;39;0.2;1;
 266;9;10.903488;59.938147;-228342;-333345;204;-2.1;1;
 266;9;10.788826;59.840172;-235439;-343819;92;-0.8;1;
 266;9;10.490512;59.930978;-251382;-332601;125;-0.4;1;
 243;9;6.448231;60.630786;-465376;-232528;102;0.8;1;
 347;9;12.241408;55.598512;-174603;-821433;20;3.1;1;
 204;9;6.446277;62.595334;-436500;-15923;10;-0.1;1;
 266;9;10.799656;59.887472;-234490;-338602;168;-1.5;1;
 287;9;11.385801;59.125203;-206575;-425370;0;1.2;1;
 367;9;11.802505;55.457704;-203147;-835909;38;3.9;1;
 267;9;11.41549;59.806499;-200652;-349687;172;-3;1;
 203;9;6.368917;62.441597;-442712;-32337;36;0.6;1;
 366;9;11.684496;55.466912;-210584;-834498;38;2.7;1;
 266;9;10.816101;59.874776;-233666;-340073;100;-0.6;1;
 282;9;5.973025;58.448851;-525079;-469663;33;3.8;1;
 203;9;6.148811;62.188776;-457789;-58651;10;2;1;
 309;9;14.253356;57.559228;-44725;-605599;214;1.2;1;
 266;9;10.039706;59.761633;-277918;-349553;145;-0.1;1;
 256;9;24.920485;60.181884;546987;-271207;45;-1.1;1;
 271;9;17.506979;59.562062;141432;-379747;40;-1.5;1;
 307;9;11.956794;57.480255;-182647;-610356;8;2.9;1;
 242;9;5.184646;60.045919;-543537;-287058;34;4.1;1;
 156;9;25.398305;64.944314;487822;255768;55;-11.9;1;
 224;9;8.039168;61.109131;-373426;-190062;853;-2.6;1;
 286;9;10.393102;59.123227;-263244;-421963;45;-0.3;1;
 194;9;21.689379;63.175038;335060;36907;10;-10.3;1;
 246;9;10.60556;60.356565;-241743;-285775;347;-2.9;1;
 266;9;11.097798;59.996629;-217130;-327519;119;-1.9;1;
 347;9;12.59643;56.013893;-150405;-775839;36;3;1;
 223;9;5.730469;61.513037;-490075;-129978;81;1.5;1;
 246;9;10.852013;60.120806;-229897;-312866;217;-1.9;1;
 262;9;5.333112;59.395337;-546229;-359943;17;1;1;
 71;9;18.333988;68.862785;134382;656603;126;-5.8;1;
 287;9;11.437158;59.059313;-204049;-432865;61;-0.1;1;
 203;9;6.377782;62.480201;-441686;-28144;27;0.4;1;
 57;9;29.980953;69.476561;582798;789994;30;-4.8;1;
 270;9;16.673556;59.505666;94591;-387556;20;-1.9;1;
 286;9;10.940004;59.160763;-231773;-419895;24;0;1;
 283;9;7.050359;58.666771;-459758;-453822;620;0;1;
 366;9;10.741615;55.17352;-272570;-863797;45;2.4;1;
 231;9;17.028539;61.572869;107392;-157012;10;-0.1;1;
 368;9;14.088304;55.390774;-58051;-848052;5;4.4;1;
 283;9;7.063846;58.664001;-459020;-454225;610;-1.9;1;
 266;9;10.81129;59.883743;-233869;-339059;150;-0.6;1;
 283;9;6.663958;58.298848;-487287;-491681;2;1.6;1;
 186;9;10.333939;63.352404;-232502;47625;178;-2.2;1;
 51;9;18.714706;69.540607;145332;733169;14;-4;1;
 266;9;10.455827;59.828412;-254119;-343858;104;-1.2;1;
 312;9;18.307871;57.588859;197894;-597459;74;-0.1;1;
 211;9;17.950902;62.617261;150866;-39097;64;-8.4;1;
 266;9;10.422318;59.277418;-260355;-404944;16;1.2;1;
 267;9;11.470324;60.087857;-195866;-318575;187;-1.8;1;
 307;9;12.147149;57.814177;-169576;-573632;71;3.3;1;
 307;9;12.098253;57.578741;-173667;-599761;21;3.1;1;
 365;9;9.985136;54.92713;-323054;-887865;46;2.2;1;
 347;9;12.700329;56.076729;-143655;-769046;43;2.3;1;
 266;9;11.192292;59.255886;-216761;-410195;57;0;1;
 347;9;12.593739;55.644703;-152120;-817156;4;2.8;1;
 350;9;15.660824;56.193411;41154;-758341;14;2.9;1;
 285;9;8.954244;58.559825;-351144;-477684;41;1.6;1;
 185;9;9.121536;63.49677;-291297;68563;43;1.3;1;
 328;9;12.937742;56.67965;-126666;-702120;37;2.3;1;
 268;9;13.705401;59.508921;-73168;-387687;86;-2.3;1;
 250;9;16.738625;60.609114;94947;-264646;90;9.8;1;
 203;9;6.050314;62.498639;-458070;-23822;1;1.6;1;
 271;9;17.993693;59.38048;169814;-398779;29;-2.2;1;
 265;9;9.259589;59.557855;-323542;-368522;35;1.5;1;
 252;9;18.320281;60.367059;182653;-288154;0;-2.9;1;
 271;9;17.983316;59.367715;169292;-400227;39;-1.2;1;
 272;9;18.374349;59.748986;189234;-356719;30;-0.5;1;
 348;9;12.983129;55.809303;-126934;-799572;16;2.4;1;
 285;9;9.707259;58.99511;-303525;-433177;23;0.9;1;
 266;9;10.714479;59.921682;-238985;-334488;38;-0.9;1;
 266;9;11.099683;59.261854;-221986;-409215;28;0;1;
 325;9;9.595749;57.123148;-327440;-640806;3;4.7;1;
 205;9;8.539466;62.774707;-328101;-8556;161;-6.9;1;
 225;9;8.975785;60.981599;-324666;-209263;956;-7.3;1;
 282;9;5.678111;58.730483;-537578;-436140;39;3.4;1;
 347;9;12.472752;55.631961;-159821;-818290;7;3.3;1;
 287;9;11.607578;58.412686;-198100;-505386;80;0.7;1;
 307;9;12.500967;57.921957;-148089;-562486;93;3.1;1;
 328;9;13.589921;56.703688;-86558;-700514;163;1.7;1;
 283;9;6.282451;58.823235;-501551;-430784;436;2.1;1;
 350;9;15.732297;56.154668;45654;-762629;7;3.2;1;
 185;9;7.840173;62.807834;-363066;-1135;32;-4.8;1;
 271;9;17.938338;59.580004;165661;-376721;15;-2;1;
 271;9;18.05048;59.340233;173245;-403106;0;-0.6;1;
 51;9;19.276333;69.776479;165519;760899;5;-4.2;1;
 256;9;24.761748;60.186659;538222;-272021;10;-0.6;1;
 128;9;13.199017;65.856883;-82005;318954;29;-14.7;1;
 256;9;24.749148;60.219461;536981;-268517;38;-2.6;1;
 266;9;11.15143;59.937946;-214540;-334221;186;-2.2;1;
 367;9;12.10631;55.463239;-183831;-836203;18;3.4;1;
 306;9;10.252948;57.374393;-285628;-615955;66;4.9;1;
 365;9;9.785017;55.048645;-334813;-873250;18;3.8;1;
 282;9;5.647735;58.735793;-539232;-435300;25;3.7;1;
 186;9;10.444624;63.428922;-226394;55717;68;-3.2;1;
 167;9;11.497163;64.467204;-167857;167737;9;-7.4;1;
 271;9;17.978835;59.238714;169703;-414596;10;-0.8;1;
 242;9;5.39415;60.346845;-527037;-255683;164;0.4;1;
 226;9;10.63313;61.070594;-234837;-206603;478;-4.4;1;
 272;9;18.305117;59.509101;186728;-383604;41;-1.3;1;
 368;9;12.933848;55.408568;-131477;-844356;3;2.9;1;
 187;9;11.260413;63.738115;-183903;87426;17;-4.7;1;
 330;9;15.905354;56.74041;55520;-696966;84;2.4;1;
 347;9;12.151207;55.793895;-179339;-799315;21;2.7;1;
 NA;9;15.673383;78.21755;16018;1716561;20;-8.3;1;
 265;9;9.632486;59.675814;-301480;-357245;172;0.5;1;
 347;9;12.170564;55.847431;-177858;-793378;27;3.5;1;
 345;9;10.13309;55.97389;-304669;-771594;39;3.3;1;
 266;9;10.112823;59.360199;-277224;-394452;105;-0.5;1;
 246;9;11.209277;60.132592;-210043;-312779;219;-2.4;1;
 271;9;18.091076;59.279605;175874;-409744;35;-1.3;1;
 306;9;10.482901;57.422943;-271434;-611542;73;7.9;1;
 269;9;15.226415;59.280363;12887;-413864;33;-2.5;1;
 345;9;9.637247;56.337634;-332248;-728550;46;4.2;1;
 247;9;11.579211;60.862343;-185247;-232822;203;-2.1;1;
 283;9;6.012672;58.901168;-515762;-420045;29;4.7;1;
 330;9;16.404001;57.264665;84816;-637835;0;0.6;1;
 368;9;13.175917;55.379879;-116169;-848037;12;4.4;1;
 256;9;24.794764;60.171958;540277;-273362;0;2.3;1;
 247;9;12.377013;60.699627;-142809;-252944;212;-2.2;1;
 366;9;11.354278;55.398881;-231969;-840977;44;3.1;1;
 347;9;12.486529;55.658028;-158836;-815405;10;3.4;1;
 245;9;9.28768;60.561497;-312049;-257360;1002;-7.3;1;
 172;9;20.164446;63.840398;252931;103614;31;-10.1;1;
 246;9;10.694429;60.941197;-232509;-221190;152;-1.3;1;
 347;9;12.577827;55.604802;-153294;-821587;2;2.2;1;
 330;9;16.326938;56.686199;81495;-702578;5;2.9;1;
 287;9;11.479407;58.294999;-206296;-518091;31;0.2;1;
 368;9;13.820031;55.429505;-75052;-843433;9;4;1;
 256;9;24.873911;60.193938;544234;-270276;4;6.1;1;
 347;9;12.279051;55.936875;-170619;-783664;23;3.6;1;
 186;9;10.602861;63.667015;-216733;81583;75;-5.6;1;
 347;9;11.95527;55.562731;-192891;-824621;41;2.5;1;
 246;9;11.061661;60.411605;-216311;-281286;182;-2;1;
 349;9;14.540143;56.277895;-28571;-748995;53;2.7;1;
 347;9;12.513828;55.722168;-156834;-808291;22;4.1;1;
 266;9;10.798966;59.957503;-234020;-330818;261;-0.3;1;
 272;9;18.299267;59.466058;186644;-388410;17;0.3;1;
 246;9;11.122462;60.772736;-210554;-241372;184;-2.2;1;
 199;9;29.792067;62.619307;749809;44291;83;-8.5;1;
 266;9;11.06081;59.949852;-219505;-332592;107;-1.3;1;
 266;9;10.158735;59.710031;-271694;-355791;213;0.4;1;
 347;9;12.549769;55.988828;-153430;-778533;12;3.2;1;
 347;9;12.582218;55.667046;-152754;-814627;18;2.4;1;
 262;9;5.718907;58.948712;-531743;-412406;37;9.4;1;
 153;9;20.918896;64.763134;280350;208994;52;-7.8;1;
 268;9;13.535277;59.330102;-83235;-407397;65;-2.3;1;
 242;9;5.307628;60.371634;-531334;-252242;160;2.4;1;
 88;9;13.545498;68.118544;-60528;570637;18;-2.1;1;
 282;9;5.886715;58.436131;-530266;-470359;22;3.5;1;
 203;9;5.501809;61.965305;-494674;-78459;161;-0.7;1;
 266;9;10.502127;59.947114;-250610;-330854;131;-1.4;1;
 306;9;10.496847;57.433028;-270519;-610477;33;5.1;1;
 347;9;11.965907;55.639993;-191809;-816005;7;3.6;1;
 128;9;13.603729;66.224435;-62691;359416;22;-9.8;1;
 242;9;4.996285;60.421253;-547410;-244173;31;5.6;1;
 266;9;10.143726;59.375374;-275347;-392899;106;-0.7;1;
 266;9;11.162708;59.474871;-216988;-385741;131;-1.1;1;
 283;9;7.025175;58.293332;-466358;-494970;305;0.4;1;
 347;9;12.814183;56.03393;-136708;-774083;56;3;1;
 250;9;16.461817;60.514408;80073;-275560;85;-4;1;
 307;9;11.7742;57.710022;-192310;-584197;3;3.9;1;
 266;9;10.967139;59.212861;-229863;-414198;11;1.5;1;
 109;9;15.377855;67.266253;16284;474890;20;-7.7;1;
 242;9;5.308106;60.397955;-530868;-249350;34;5.2;1;
 272;9;18.280153;59.282326;186607;-408908;37;-1.9;1;
 266;9;10.995802;60.010653;-222701;-325612;205;-1.7;1;
 266;9;10.612362;59.793049;-245647;-348394;91;-1.7;1;
 365;9;9.71481;54.915184;-340540;-887807;28;3.2;1;
 344;9;8.513391;55.911674;-406463;-769578;4;4;1;
 218;9;27.706038;61.844297;662482;-62853;120;-5;1;
 272;9;18.232179;59.642732;181863;-368948;28;0.4;1;
 266;9;11.052536;59.969336;-219832;-330398;109;-1.2;1;
 345;9;9.711332;55.577448;-334662;-813770;30;3.5;1;
 350;9;15.486236;56.117845;30345;-766897;3;2.9;1;
 345;9;9.922446;55.870948;-318738;-782067;28;3.5;1;
 345;9;9.545813;55.726584;-343696;-796244;63;3.6;1;
 262;9;5.703401;58.966804;-532335;-410283;38;4.2;1;
 262;9;5.324412;59.359107;-547322;-363859;42;4;1;
 244;9;8.206592;60.529211;-371283;-255192;765;-3.8;1;
 271;9;17.646706;59.789436;148269;-354129;44;-1.8;1;
 226;9;10.51141;61.220674;-240208;-189496;905;-6.9;1;
 266;9;11.22392;60.022015;-209955;-325116;120;-2.3;1;
 369;9;14.2338;55.435714;-48727;-843135;9;4.8;1;
 346;9;10.687206;56.146666;-268740;-754770;3;2.8;1;
 327;9;12.787567;56.666325;-135938;-703303;32;2.1;1;
 325;9;10.065656;56.427762;-304988;-720620;30;4.4;1;
 263;9;6.245543;59.615217;-491684;-343063;531;-0.8;1;
 324;9;8.871576;56.805736;-374568;-672190;12;4.9;1;
 266;9;10.854852;59.908187;-231265;-336500;212;-1.8;1;
 71;9;18.183865;69.261179;126130;700811;17;-1.7;1;
 345;9;9.862574;56.28853;-318757;-735167;73;3.3;1;
 266;9;10.764557;59.938062;-236076;-332853;68;-1.5;1;
 51;9;18.953961;69.662966;153839;747407;101;-4.9;1;
 292;9;18.40984;59.145559;194786;-423742;16;-0.8;1;
 242;9;5.175151;60.445898;-537282;-242971;72;2;1;
 185;9;8.674136;63.389674;-314568;58815;42;-3.1;1;
 347;9;12.845863;56.268153;-133849;-747945;5;1.7;1;
 364;9;8.835414;55.155239;-394463;-855954;23;3.5;1;
 219;9;29.37794;61.735633;750963;-56297;91;-10;1;
 253;9;19.840584;60.121495;268210;-310107;18;-0.4;1;
 282;9;5.656112;58.729814;-538849;-436030;43;2.8;1;
 286;9;10.222276;59.14696;-272791;-418613;80;0.7;1;
 271;9;17.97517;59.253962;169416;-412909;48;-2.2;1;
 272;9;18.270292;59.350983;185658;-401297;13;-1.6;1;
 256;9;25.114924;60.529965;551551;-231270;118;-4.8;1;
 266;9;10.644662;59.948543;-242670;-331242;151;0.2;1;
 242;9;5.315124;60.338436;-531481;-255958;113;3.8;1;
 284;9;8.593033;58.340944;-374485;-499943;12;5.7;1;
 245;9;8.561167;60.85577;-348338;-221028;620;-3.5;1;
 365;9;10.499513;55.340194;-286735;-844096;39;4.8;1;
 332;9;18.544863;57.229506;214270;-636781;20;0.8;1;
 187;9;11.082665;63.533083;-194022;65189;237;-4.4;1;
 367;9;12.072428;55.491886;-185836;-832898;34;2.4;1;
 129;9;14.077863;66.289769;-41301;366309;10;-8.9;1;
 266;9;10.662776;59.674274;-243721;-361784;83;-0.8;1;
 347;9;12.567802;55.654619;-153717;-815984;3;2.9;1;
 226;9;10.669834;61.143651;-232320;-198627;802;-5.8;1;
 203;9;6.329694;62.375431;-445700;-39357;19;-6.8;1;
 347;9;12.5011;55.881001;-156946;-790482;40;2.7;1;
 174;9;23.104414;63.891687;395577;124116;1;-12.9;1;
 256;9;24.992328;60.391683;547302;-247521;48;-4.7;1;
 324;9;8.462897;56.519552;-402711;-701571;31;5.1;1;
 347;9;12.434166;55.851431;-161279;-793625;44;3.2;1;
 264;9;7.788289;59.368398;-408517;-381147;779;-6;1;
 347;9;12.022599;55.630463;-188277;-817239;43;2.7;1;
 271;9;18.071238;59.303429;174619;-407146;8;5.1;1;
 345;9;9.386595;55.4476;-356429;-826526;59;3.5;1;
 284;9;8.00793;58.154891;-410807;-517014;12;1.5;1;
 266;9;9.922616;59.888924;-283347;-334910;72;0.9;1;
 272;9;18.332807;59.859006;186272;-344605;45;-2.4;1;
 246;9;10.800271;60.665251;-228806;-252208;0;-2.6;1;
 256;9;24.855691;60.623332;535941;-223196;110;-1.6;1;
 347;9;12.502749;55.763495;-157353;-803638;33;4.2;1;
 284;9;8.072124;58.154851;-407050;-517427;64;2.8;1;
 265;9;9.742977;60.003477;-292308;-321391;131;-0.5;1;
 133;9;22.080154;65.668073;324083;314645;15;-6.7;1;
 134;9;22.836575;66.00178;354028;355539;29;-7;1;
 271;9;17.687168;59.245422;153066;-414582;28;-1.5;1;
 204;9;6.578028;62.535199;-430689;-23440;8;-0.1;1;
 284;9;8.102824;58.183576;-404910;-514434;62;1.9;1;
 263;9;5.877186;59.769608;-509805;-323165;11;3.4;1;
 192;9;18.979249;63.478231;197461;59289;116;-11.4;1;
 284;9;8.62526;58.369154;-372296;-496999;56;1.8;1;
 266;9;11.055639;59.943886;-219833;-333237;109;-0.8;1;
 186;9;10.346084;63.388904;-231604;51629;141;-4.4;1;
 347;9;12.745611;56.101468;-140730;-766378;29;2.5;1;
 266;9;10.558886;59.893781;-247862;-336998;7;0;1;
 186;9;10.439689;63.390554;-226941;51478;138;-6.7;1;
 307;9;11.936669;57.431716;-184112;-615714;12;2.6;1;
 262;9;5.746494;58.969222;-529846;-410372;23;4.3;1;
 266;9;10.804377;59.780673;-235003;-350487;148;-1.2;1;
 266;9;11.001424;59.959855;-222740;-331276;153;-2.3;1;
 226;9;10.135307;61.475111;-258159;-159810;795;-6;1;
 266;9;10.876287;59.971577;-229618;-329533;203;-1.5;1;
 224;9;6.807125;61.184944;-438119;-173911;25;3.7;1;
 271;9;17.939262;59.33839;166943;-403606;16;-1.2;1;
 186;9;10.497619;63.427548;-223775;55379;58;-4.4;1;
 189;9;14.653911;63.167356;-17371;18656;330;-5.3;1;
 365;9;9.448566;55.016219;-356676;-875066;13;4.9;1;
 242;9;4.970774;60.419725;-548822;-244123;21;2;1;
 203;9;5.941669;62.164363;-468813;-59847;17;1.5;1;
 345;9;9.92447;56.038936;-317128;-763324;35;3.4;1;
 264;9;7.338861;59.566595;-431234;-356281;832;-1.7;1;
 254;9;22.202812;60.410065;395050;-265936;33;-4.2;1;
 347;9;12.254502;55.652469;-173517;-815428;38;2.5;1;
 265;9;9.651259;59.674852;-300437;-357440;170;0.3;1;
 346;9;10.52682;56.187986;-278397;-749473;89;1.9;1;
 324;9;8.364624;56.558093;-408300;-696663;83;5.3;1;
 244;9;7.132187;60.743559;-426818;-224825;772;1;1;
 347;9;12.272505;55.586098;-172695;-822907;8;3;1;
 266;9;10.494036;59.939917;-251116;-331622;189;-2.3;1;
 166;9;10.551701;64.438519;-213320;167354;1;-4.6;1;
 307;9;12.256063;57.770568;-163314;-578778;23;4.1;1;
 188;9;12.964771;63.399197;-101319;45993;455;-9.5;1;
 192;9;18.822884;63.430684;190026;53540;212;-6.6;1;
 345;9;9.58544;56.104241;-337647;-754311;95;4;1;
 242;9;5.263062;60.321692;-534597;-257369;25;5.9;1;
 350;9;16.051994;56.447546;65048;-729582;17;2.8;1;
 186;9;9.860558;63.305408;-256459;44214;80;-5.2;1;
 329;9;14.851045;57.339234;-8980;-630420;232;1.7;1;
 230;9;16.107672;61.826938;58161;-129947;139;-6.7;1;
 262;9;5.714685;59.794605;-518422;-319111;6;4.1;1;
 242;9;5.227612;60.387486;-535420;-249834;34;0.4;1;
 345;9;9.77884;56.174647;-324975;-747453;102;3.5;1;
 242;9;5.37777;60.288316;-528900;-261991;184;12.9;1;
 271;9;17.792036;59.72612;156711;-360829;26;-1.5;1;
 347;9;12.401128;55.994057;-162709;-777582;31;6.2;1;
 271;9;18.018967;59.309178;171619;-406647;42;0;1;
 270;9;16.535672;59.638565;86446;-372951;38;-1.5;1;
 266;9;10.789525;59.909469;-234895;-336121;50;-0.6;1;
 242;9;5.063193;60.273695;-546307;-260969;40;3.8;1;
 225;9;8.383919;60.943284;-356894;-210369;778;-4;1;
 290;9;15.537183;58.394143;31400;-512549;85;-2;1;
 266;9;11.053295;59.956152;-219880;-331866;109;0.3;1;
 290;9;16.400832;58.662147;81227;-481908;27;-2.5;1;
 266;9;10.661061;59.944582;-241787;-331744;142;-1.4;1;
 272;9;18.670255;59.783848;205590;-351934;30;4.2;1;
 236;9;24.666249;61.377109;513158;-141839;114;-6.9;1;
 265;9;9.658779;59.661538;-300138;-358953;160;-0.1;1;
 266;9;10.766586;59.926959;-236045;-334094;35;0.5;1;
 285;9;9.196457;58.706419;-335642;-462700;76;1;1;
 346;9;11.030949;55.697818;-250450;-806320;28;3.5;1;
 344;9;8.409531;56.108324;-410695;-747013;19;5.7;1;
 246;9;10.119703;60.799716;-264683;-234671;152;-0.6;1;
 266;9;9.954579;59.910981;-281374;-332601;95;1.5;1;
 271;9;18.077082;59.49923;173908;-385342;36;-2.5;1;
 256;9;24.702608;60.15595;535500;-275895;11;-4.3;1;
 264;9;7.368819;59.762636;-426971;-334801;816;-4.2;1;
 266;9;10.515477;59.680195;-251939;-360558;95;-0.6;1;
 256;9;24.657841;60.175343;532725;-274132;15;-4;1;
 245;9;9.024676;60.534065;-326659;-259095;758;-1.6;1;
 186;9;10.539155;63.41195;-221834;53505;144;-15.1;1;
 347;9;12.570795;56.155212;-151411;-759968;7;1.8;1;
 346;9;10.668467;56.194197;-269548;-749383;0;3.9;1;
 171;9;17.869755;64.64951;136637;186492;460;-2.6;1;
 291;9;17.724883;59.166356;155586;-423294;33;0.6;1;
 190;9;16.664859;63.004971;84021;1640;128;-10.3;1;
 266;9;10.489329;59.266689;-256634;-406406;3;0.3;1;
 283;9;6.640568;58.304073;-488571;-490926;91;3.1;1;
 256;9;24.828565;60.222378;541272;-267530;30;-1.8;1;
 226;9;10.463987;61.224357;-242713;-188910;400;-3.8;1;
 253;9;19.961146;60.118601;274902;-309919;20;0.5;1;
 367;9;12.031395;54.998373;-190992;-888065;66;1.9;1;
 190;9;16.467337;63.540442;72696;60925;200;-4;1;
 266;9;10.266619;59.563453;-266851;-372524;5;-0.1;1;
 262;9;5.693057;58.990246;-532546;-407611;39;4.3;1;
 245;9;8.470175;60.543014;-356772;-255157;1018;18.1;1;
 242;9;5.532728;60.217319;-521604;-271073;114;0.9;1;
 188;9;13.166411;63.383738;-91333;43972;577;-10.6;1;
 271;9;18.036066;59.316135;172554;-405827;28;0;1;
 348;9;13.490324;55.630249;-95491;-820502;68;2.9;1;
 307;9;12.376451;58.2192;-154111;-529051;68;2;1;
 348;9;14.089909;56.009131;-56968;-778780;16;3.3;1;
 218;9;28.03262;61.776486;680797;-66833;99;-9.6;1;
 287;9;11.97045;59.093296;-173353;-430648;162;-1.2;1;
 344;9;8.782902;55.936896;-389356;-768435;14;3.9;1;
 368;9;13.045599;55.437911;-124268;-841291;13;2.6;1;
 266;9;11.127816;59.835033;-216545;-345581;263;-0.5;1;
 365;9;10.203557;55.317084;-305750;-845317;43;4.3;1;
 285;9;9.973621;59.025441;-288017;-431032;76;0.3;1;
 325;9;9.831397;56.877612;-315397;-669335;44;20.1;1;
 282;9;5.840891;58.763602;-527731;-433834;131;3.1;1;
 204;9;6.701147;62.508035;-424816;-27254;93;-2.4;1;
 347;9;12.34041;55.94005;-166759;-783470;53;3;1;
 199;9;29.781402;62.598063;749816;41866;81;-1.5;1;
 266;9;10.695618;59.958692;-239759;-330306;194;-0.5;1;
 308;9;13.315977;58.145578;-99153;-539111;165;1.9;1;
 243;9;5.743373;60.003697;-513492;-296300;27;4.3;1;
 286;9;11.236704;58.70619;-217819;-471507;24;0.6;1;
 256;9;24.43233;60.140579;520942;-279807;28;-1.2;1;
 305;9;10.108065;57.462795;-293578;-605456;33;4.5;1;
 270;9;16.688566;59.413713;95708;-397773;16;-1.8;1;
 247;9;11.262897;60.185749;-206731;-307045;206;-2.1;1;
 256;9;24.951849;60.291795;546816;-258851;26;-4.1;1;
 153;9;21.08941;64.875431;287221;222186;16;-7.5;1;
 325;9;10.218647;56.972079;-291027;-660632;5;4.6;1;
 347;9;12.462928;56.079207;-158466;-768211;16;2.5;1;
 256;9;25.108051;60.292047;555324;-257484;42;-4.2;1;
 263;9;5.984034;59.081524;-514586;-399911;191;3.6;1;
 266;9;10.798138;59.91822;-234351;-335180;88;-0.7;1;
 192;9;18.721881;63.290121;185915;37642;16;-8.9;1;
 266;9;10.594635;59.930684;-245589;-333036;103;-0.2;1;
 287;9;12.293655;59.021348;-155208;-439484;93;0.5;1;
 266;9;10.501974;59.302719;-255635;-402452;13;0.5;1;
 250;9;16.226291;60.3591;67503;-293113;157;-3.8;1;
 284;9;8.069974;58.15695;-407151;-517180;82;2.7;1;
 282;9;5.632465;58.80823;-538934;-427182;10;3.7;1;
 204;9;6.825451;62.476503;-418932;-31547;52;-0.8;1;
 203;9;6.135318;62.206801;-458207;-56569;90;1.4;1;
 330;9;16.311344;56.723059;80454;-698477;11;2.5;1;
 246;9;10.935547;60.652601;-221534;-254087;147;-3.7;1;
 185;9;7.810258;63.12701;-360617;34304;59;-0.3;1;
 216;9;25.410007;62.184321;537839;-47073;105;12.4;1;
 187;9;11.338455;63.712885;-180229;84404;141;-6.6;1;
 347;9;12.184995;55.765047;-177355;-802637;21;5.6;1;
 282;9;5.712513;58.833239;-533959;-425091;69;3.7;1;
 270;9;16.484908;59.415934;84161;-397811;15;-1.4;1;
 330;9;16.401451;56.529489;86453;-720005;10;2.1;1;
 365;9;10.328791;55.364306;-297397;-840624;30;4;1;
 367;9;12.295562;54.966775;-174156;-892357;13;3.7;1;
 291;9;17.821151;59.209025;160871;-418306;42;-0.6;1;
 266;9;10.441683;59.80641;-255082;-346246;139;-0.7;1;
